Taiwan, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 02/04/2012
Year    Age        female
1998     15     0.00263
1998     16     0.00630
1998     17     0.01176
1998     18     0.01831
1998     19     0.02831
1998     20     0.03937
1998     21     0.05414
1998     22     0.06645
1998     23     0.08232
1998     24     0.09294
1998     25     0.10484
1998     26     0.11489
1998     27     0.12266
1998     28     0.12273
1998     29     0.11017
1998     30     0.10161
1998     31     0.08945
1998     32     0.07406
1998     33     0.05989
1998     34     0.04664
1998     35     0.03626
1998     36     0.02667
1998     37     0.01918
1998     38     0.01337
1998     39     0.00897
1998     40     0.00565
1998     41     0.00334
1998     42     0.00194
1998     43     0.00127
1998     44     0.00050
1998     45     0.00027
1998     46     0.00012
1998     47     0.00006
1998     48     0.00003
1998     49     0.00006
1998     50     0.00021
1998     51     0.00020
1998     52     0.00008
1998     53     0.00002
1998     54     0.00000
1998     55+    0.00000
1999     12-    0.00000
1999     13     0.00008
1999     14     0.00100
1999     15     0.00242
1999     16     0.00616
1999     17     0.01052
1999     18     0.01616
1999     19     0.02726
1999     20     0.03713
1999     21     0.05037
1999     22     0.06776
1999     23     0.08102
1999     24     0.09660
1999     25     0.11047
1999     26     0.12371
1999     27     0.13300
1999     28     0.13685
1999     29     0.12459
1999     30     0.11342
1999     31     0.10212
1999     32     0.08156
1999     33     0.06476
1999     34     0.05090
1999     35     0.03625
1999     36     0.02723
1999     37     0.01884
1999     38     0.01295
1999     39     0.00893
1999     40     0.00584
1999     41     0.00348
1999     42     0.00202
1999     43     0.00109
1999     44     0.00061
1999     45     0.00027
1999     46     0.00014
1999     47     0.00005
1999     48     0.00004
1999     49     0.00008
1999     50     0.00016
1999     51     0.00014
1999     52     0.00006
1999     53     0.00002
1999     54     0.00000
1999     55+    0.00000
2000     12-    0.00000
2000     13     0.00008
2000     14     0.00098
2000     15     0.00252
2000     16     0.00611
2000     17     0.01175
2000     18     0.01794
2000     19     0.02949
2000     20     0.04249
2000     21     0.05550
2000     22     0.07174
2000     23     0.08895
2000     24     0.10185
2000     25     0.11566
2000     26     0.13115
2000     27     0.14104
2000     28     0.14226
2000     29     0.13360
2000     30     0.12540
2000     31     0.10798
2000     32     0.09176
2000     33     0.07265
2000     34     0.05601
2000     35     0.04266
2000     36     0.03090
2000     37     0.02131
2000     38     0.01487
2000     39     0.00998
2000     40     0.00665
2000     41     0.00418
2000     42     0.00250
2000     43     0.00127
2000     44     0.00062
2000     45     0.00033
2000     46     0.00020
2000     47     0.00005
2000     48     0.00008
2000     49     0.00007
2000     50     0.00014
2000     51     0.00012
2000     52     0.00005
2000     53     0.00002
2000     54     0.00000
2000     55+    0.00000
2001     12-    0.00000
2001     13     0.00010
2001     14     0.00115
2001     15     0.00207
2001     16     0.00536
2001     17     0.00987
2001     18     0.01627
2001     19     0.02897
2001     20     0.03983
2001     21     0.05052
2001     22     0.06105
2001     23     0.07306
2001     24     0.08455
2001     25     0.09134
2001     26     0.10469
2001     27     0.11218
2001     28     0.11617
2001     29     0.10854
2001     30     0.09995
2001     31     0.08969
2001     32     0.07606
2001     33     0.06296
2001     34     0.04858
2001     35     0.03701
2001     36     0.02768
2001     37     0.01988
2001     38     0.01347
2001     39     0.00900
2001     40     0.00613
2001     41     0.00380
2001     42     0.00213
2001     43     0.00113
2001     44     0.00048
2001     45     0.00026
2001     46     0.00009
2001     47     0.00010
2001     48     0.00007
2001     49     0.00006
2001     50     0.00021
2001     51     0.00019
2001     52     0.00007
2001     53     0.00002
2001     54     0.00000
2001     55+    0.00000
2002     12-    0.00000
2002     13     0.00006
2002     14     0.00077
2002     15     0.00199
2002     16     0.00497
2002     17     0.00867
2002     18     0.01464
2002     19     0.02825
2002     20     0.03785
2002     21     0.04776
2002     22     0.05793
2002     23     0.06686
2002     24     0.07662
2002     25     0.08704
2002     26     0.09661
2002     27     0.10871
2002     28     0.11316
2002     29     0.10466
2002     30     0.09607
2002     31     0.08668
2002     32     0.07354
2002     33     0.06022
2002     34     0.04840
2002     35     0.03527
2002     36     0.02641
2002     37     0.01876
2002     38     0.01293
2002     39     0.00892
2002     40     0.00580
2002     41     0.00349
2002     42     0.00212
2002     43     0.00114
2002     44     0.00051
2002     45     0.00027
2002     46     0.00008
2002     47     0.00008
2002     48     0.00001
2002     49     0.00003
2002     50     0.00007
2002     51     0.00006
2002     52     0.00003
2002     53     0.00001
2002     54     0.00000
2002     55+    0.00000
2003     12-    0.00000
2003     13     0.00005
2003     14     0.00067
2003     15     0.00171
2003     16     0.00417
2003     17     0.00709
2003     18     0.01219
2003     19     0.02588
2003     20     0.03387
2003     21     0.04366
2003     22     0.05117
2003     23     0.06030
2003     24     0.06820
2003     25     0.07683
2003     26     0.08983
2003     27     0.09428
2003     28     0.10280
2003     29     0.09798
2003     30     0.09016
2003     31     0.08260
2003     32     0.07022
2003     33     0.05663
2003     34     0.04495
2003     35     0.03546
2003     36     0.02521
2003     37     0.01871
2003     38     0.01308
2003     39     0.00880
2003     40     0.00612
2003     41     0.00360
2003     42     0.00206
2003     43     0.00117
2003     44     0.00066
2003     45     0.00022
2003     46     0.00010
2003     47     0.00006
2003     48     0.00004
2003     49     0.00001
2003     50     0.00005
2003     51     0.00005
2003     52     0.00003
2003     53     0.00001
2003     54     0.00000
2003     55+    0.00000
2004     12-    0.00000
2004     13     0.00005
2004     14     0.00061
2004     15     0.00132
2004     16     0.00362
2004     17     0.00594
2004     18     0.01192
2004     19     0.02389
2004     20     0.03226
2004     21     0.04214
2004     22     0.04816
2004     23     0.05581
2004     24     0.06272
2004     25     0.06950
2004     26     0.08165
2004     27     0.09260
2004     28     0.09616
2004     29     0.09195
2004     30     0.08848
2004     31     0.08032
2004     32     0.07033
2004     33     0.05627
2004     34     0.04543
2004     35     0.03517
2004     36     0.02577
2004     37     0.01844
2004     38     0.01322
2004     39     0.00892
2004     40     0.00623
2004     41     0.00361
2004     42     0.00204
2004     43     0.00114
2004     44     0.00051
2004     45     0.00020
2004     46     0.00011
2004     47     0.00005
2004     48     0.00006
2004     49     0.00001
2004     50     0.00007
2004     51     0.00008
2004     52     0.00004
2004     53     0.00001
2004     54     0.00000
2004     55+    0.00000
2005     12-    0.00000
2005     13     0.00004
2005     14     0.00052
2005     15     0.00120
2005     16     0.00317
2005     17     0.00530
2005     18     0.01058
2005     19     0.02172
2005     20     0.02866
2005     21     0.03634
2005     22     0.04412
2005     23     0.05066
2005     24     0.05550
2005     25     0.06443
2005     26     0.07129
2005     27     0.08266
2005     28     0.09219
2005     29     0.08690
2005     30     0.08611
2005     31     0.07938
2005     32     0.06875
2005     33     0.05740
2005     34     0.04696
2005     35     0.03679
2005     36     0.02762
2005     37     0.01980
2005     38     0.01368
2005     39     0.00946
2005     40     0.00613
2005     41     0.00368
2005     42     0.00224
2005     43     0.00122
2005     44     0.00069
2005     45     0.00026
2005     46     0.00015
2005     47     0.00006
2005     48     0.00002
2005     49     0.00001
2005     50     0.00005
2005     51     0.00006
2005     52     0.00003
2005     53     0.00001
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00004
2006     14     0.00050
2006     15     0.00120
2006     16     0.00271
2006     17     0.00495
2006     18     0.00840
2006     19     0.01582
2006     20     0.02553
2006     21     0.03369
2006     22     0.04031
2006     23     0.04787
2006     24     0.05422
2006     25     0.06216
2006     26     0.07054
2006     27     0.08105
2006     28     0.08809
2006     29     0.08835
2006     30     0.08687
2006     31     0.08276
2006     32     0.07361
2006     33     0.06111
2006     34     0.04900
2006     35     0.03939
2006     36     0.02911
2006     37     0.02122
2006     38     0.01486
2006     39     0.00945
2006     40     0.00663
2006     41     0.00404
2006     42     0.00207
2006     43     0.00119
2006     44     0.00069
2006     45     0.00027
2006     46     0.00011
2006     47     0.00007
2006     48     0.00001
2006     49     0.00001
2006     50     0.00004
2006     51     0.00004
2006     52     0.00002
2006     53     0.00001
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00003
2007     14     0.00036
2007     15     0.00092
2007     16     0.00243
